id,name,artists,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,y,duration_min
7IdfMBufDn3yf2JhS3a5w0,Everyday I Love You Less and Less,Kaiser Chiefs,217706,0,0.481,0.956,1,-4.557,0,0.0394,0.00465,8.48e-06,0.285,0.57,160.015,1,3.628433333333333
1IWom0fqK0dJKITk1H95BB,Go,The Black Keys,146596,32,0.478,0.666,1,-7.766,1,0.0566,0.0428,0.725,0.336,0.718,149.974,1,2.4432666666666667
71KtwiEpzcn9WxwlaS7ZJY,Enjoy the Silence - cover version,Lacuna Coil,245573,52,0.503,0.667,11,-6.831,0,0.0285,0.000984,0.027,0.229,0.101,113.018,1,4.092883333333333
66PgT7clBWAuQlMqoUL0YU,Get Lucky,Halestorm,188573,44,0.686,0.932,9,-4.751,0,0.0508,0.00803,2.45e-05,0.231,0.78,115.919,1,3.1428833333333333
5rpRzNcJZqKQXk9PIjreB6,Hurt,Johnny Cash,216533,50,0.544,0.378,9,-8.607,0,0.0264,0.719,0.00035,0.105,0.149,91.078,1,3.608883333333333
3C65zQ69c8RMiJ3wqB1ogp,Beat It - Studio Version,Fall Out Boy,227880,48,0.56,0.93,7,-4.492,1,0.0661,0.0378,2.37e-06,0.317,0.807,149.93,1,3.798
0qgiFuYhYuwtFXEwYakddE,I Will Survive,CAKE,310333,0,0.501,0.69,4,-7.953,0,0.0317,0.306,0.000162,0.133,0.876,95.758,1,5.1722166666666665
6q1qACcezH6eH77Xljh5QV,I Need A Dollar,Aloe Blacc,243053,0,0.84,0.482,6,-7.116,0,0.0333,0.202,0.0,0.0873,0.957,95.498,1,4.050883333333333
1vcxF91pWs9uNwDROuiCPB,Savior,Rise Against,242280,76,0.554,0.932,5,-3.424,0,0.0485,0.00154,0.000139,0.425,0.478,112.488,1,4.038
1Cj2vqUwlJVG27gJrun92y,The Sound of Silence,Disturbed,248466,73,0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794,1,4.1411
1Sq5AdWdZnBOivrBPrPeTF,Torn,Hands Like Houses,225930,0,0.521,0.766,4,-5.37,1,0.0302,0.00131,0.0,0.202,0.352,96.534,1,3.7655
3zZQg2DLezm194cTeGQuOD,Faith,Limp Bizkit,146706,26,0.508,0.843,11,-4.916,0,0.265,0.059,0.000158,0.589,0.781,94.388,1,2.4451
2U0nXVgU5FcLTFtPbkcv1v,Dream On,Blacktop Mojo,265476,0,0.49,0.678,5,-4.679,0,0.0253,0.0037,1.5e-06,0.0838,0.181,77.014,1,4.4246
28KYBZXnvRk560ty8mdVIQ,Run,Foo Fighters,323366,0,0.365,0.913,4,-8.01,0,0.0687,2.95e-05,0.0783,0.699,0.128,136.128,1,5.389433333333334
5PK1JCSdr34gWgzYHgt3Jq,Feeling Good,Muse,198800,61,0.345,0.418,7,-7.787,0,0.0316,0.299,1.75e-05,0.103,0.267,109.044,1,3.313333333333333
4DDD2P6dJurAgk3IYWqK3p,How Deep Is Your Love,the bird and the bee,204653,49,0.3,0.303,8,-12.089,1,0.0796,0.919,3.35e-06,0.0967,0.119,201.242,1,3.410883333333333
4PgJ0NUYaDDh659TW5mWBK,The Wolf,Mumford & Sons,221240,0,0.422,0.827,2,-5.31,1,0.0445,0.000507,0.765,0.198,0.327,152.956,1,3.687333333333333
0EUUDOsagEyFO0iVUlOqeS,Take On Me - Grey's Anatomy Version,Aqualung,255500,0,0.382,0.0298,2,-19.237,1,0.0376,0.98,0.000742,0.0982,0.174,112.02,1,4.258333333333334
5NLuC70kZQv8q34QyQa1DP,Fight For Your Right,Beastie Boys,208653,68,0.503,0.858,8,-6.296,1,0.0657,0.00757,0.00234,0.0803,0.419,133.615,1,3.47755
3fBuhWRaAlkXOUFFJL0Mag,Whole Lotta Love,Santana,231360,0,0.406,0.988,9,-2.72,1,0.0926,0.0437,0.0637,0.0664,0.24,100.038,1,3.856
7JuD5r43XpRLSrUBRBQ7Dy,Highway Tune,Greta Van Fleet,181213,0,0.578,0.953,4,-3.215,1,0.0447,0.00595,0.264,0.132,0.517,123.976,1,3.0202166666666668
7txxAtOMwLLnQTpKeBL6bp,Mother,Danzig,204866,69,0.365,0.763,11,-9.45,0,0.0591,0.00726,0.000457,0.0865,0.342,148.366,1,3.414433333333333
6UyPTgKXxsFeQExGml9x21,Take On Me - MTV Unplugged / Edit,a-ha,222826,0,0.504,0.124,9,-12.661,1,0.0361,0.974,1.01e-05,0.708,0.213,127.971,1,3.713766666666667
5UMD1Iz7yyVK8Q5FLsVt3q,Walk On Water,Thirty Seconds To Mars,188227,0,0.492,0.761,8,-7.041,1,0.0363,0.000119,0.0,0.0934,0.395,139.98,1,3.1371166666666666
2ihCaVdNZmnHZWt0fvAM7B,Little Talks,Of Monsters and Men,266600,77,0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961,1,4.443333333333333
2C4ARHS1GUDDdaIpl7tAay,May 16,Lagwagon,176960,0,0.337,0.985,2,-4.675,1,0.0787,0.000409,0.00027,0.238,0.371,103.95,1,2.949333333333333
3asFGFY3uLjMDmML1p0tYm,Savior,Rise Against,242280,60,0.339,0.931,5,-3.425,0,0.062,0.0015,0.000142,0.425,0.467,112.545,1,4.038
22klU94r0NFtx4cPO8KqHk,No Cigar,Millencolin,163226,0,0.383,0.986,9,-2.796,1,0.0617,0.000287,0.0,0.179,0.578,157.871,1,2.7204333333333333
2SsFjFGToi1o8TaA5EnYd9,May 16,Lagwagon,177960,40,0.357,0.994,2,-4.534,1,0.0907,0.000192,0.00133,0.102,0.355,104.195,1,2.966
2FKAGYMJqOP79Rys9EWzy1,Chão de Giz - Ao Vivo,Fagner,284840,46,0.456,0.364,7,-9.691,1,0.0354,0.821,3.13e-05,0.927,0.277,139.809,1,4.747333333333334
2TnJd3aCJcRcLylI44ms9f,Espatódea,Nando Reis,226040,51,0.476,0.243,2,-9.804,1,0.0308,0.976,2.09e-06,0.764,0.206,108.37,1,3.767333333333333
6D7UJO8ZPDWujC3tUeT7U0,Sinônimos (Ao Vivo),Zé Ramalho,389640,4,0.481,0.649,2,-5.958,1,0.0276,0.355,0.0,0.945,0.296,137.448,1,6.494
2NrSTMKBB6X4cMk7AUmpLA,Grand' Hotel - Ao Vivo,Kid Abelha,240866,40,0.653,0.595,9,-7.336,1,0.0255,0.686,0.0,0.867,0.307,111.957,1,4.014433333333334
3KK3nLgrRdycpnYxPDVfMV,Fica,ANAVITÓRIA,184267,65,0.629,0.507,10,-6.443,1,0.0288,0.468,0.0,0.0937,0.55,94.023,1,3.0711166666666667
0gGjX0aUg7OaUSAhi1CmDk,Passarinhos,Emicida,221626,58,0.747,0.677,1,-6.24,0,0.157,0.062,0.0,0.109,0.702,159.959,1,3.693766666666667
0YBq701BXkMaK6V5UyvOpT,Oração,A Banda Mais Bonita da Cidade,301346,59,0.425,0.474,7,-7.806,1,0.0314,0.613,2.44e-06,0.228,0.379,128.631,1,5.022433333333334
17dS7mrtNwH05RFjgMjLFi,Medo Bobo,Rubel,198058,1,0.462,0.276,8,-12.028,0,0.0327,0.616,0.0555,0.11,0.437,120.116,1,3.3009666666666666
5yyRH93h4Pm6tXXYTxt7ea,The Blower's Daughter,Damien Rice,286653,60,0.342,0.2,4,-13.569,1,0.0324,0.134,0.000153,0.341,0.0743,133.113,1,4.77755
75rAjnPV6h0RgSORx2dUPi,Injection,Rise Against,199213,55,0.42,0.995,8,-2.99,0,0.0829,0.000229,8.13e-05,0.102,0.427,105.605,1,3.3202166666666666
5MYsvAONqcsIVOwu2HTQ3p,Faith,Limp Bizkit,146480,65,0.428,0.781,1,-6.823,0,0.281,0.0675,0.000781,0.615,0.709,93.244,1,2.441333333333333
1X4Ntw6Lbaa1ACgilCqMpr,Alive - Chris Lord-Alge Mix,P.O.D.,205026,60,0.421,0.95,10,-3.985,1,0.0768,1.21e-05,0.000214,0.314,0.553,80.912,1,3.4171
6gCVA6ja6g0foIsWv0RuSZ,ATWA,System Of A Down,176200,68,0.376,0.787,5,-4.731,0,0.0394,0.00378,0.0,0.548,0.371,87.102,1,2.9366666666666665
6VzV6RI7641o57TuqfGRpj,Psycho,System Of A Down,225893,60,0.467,0.67,7,-4.063,1,0.0663,0.00162,0.0001,0.195,0.457,146.223,1,3.764883333333333
7nnWIPM5hwE3DaUBkvOIpy,Drive,Incubus,232453,77,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,1,3.874216666666667
0NsUvQVaWzxu1Sb8ou6sLv,Ride,The Vines,155093,30,0.594,0.927,9,-3.095,1,0.041,0.00187,8.86e-05,0.0405,0.666,125.912,1,2.5848833333333334
5vQgBMIJrOrXvp3vcJt97o,Feels Good,Hard-Fi,234013,18,0.564,0.95,2,-4.012,1,0.0535,0.0192,1.58e-05,0.347,0.515,104.021,1,3.900216666666666
1mvyqSb1tOvtVP1qfWEyPa,1901,Phoenix,193120,1,0.607,0.835,0,-5.427,1,0.0415,0.0588,4.71e-05,0.195,0.719,144.087,1,3.2186666666666666
2nO1DYEg1X5GHi8SSuNJQj,Wait for Me,Kings of Leon,210133,63,0.488,0.624,9,-8.357,1,0.0329,0.0263,0.00223,0.122,0.308,116.723,1,3.5022166666666665
383QXk8nb2YrARMUwDdjQS,Psycho,Muse,316717,65,0.555,0.883,2,-3.426,1,0.0341,0.00114,0.041,0.868,0.507,125.02,1,5.278616666666666
7Hr1Ignop7cymbE3FbOtXa,So Far Away,Avenged Sevenfold,326813,63,0.286,0.703,4,-4.491,0,0.0348,0.00847,7.39e-05,0.142,0.259,151.297,1,5.446883333333333
03auri1kCcQxFDvU3yoD3E,Rocket Man,My Morning Jacket,299826,0,0.558,0.286,3,-9.572,1,0.0295,0.517,0.0374,0.105,0.123,120.316,1,4.9971
2YSbHu9XF4bNYWt3MnIhgE,Bohemian Rhapsody,Panic! At The Disco,363114,50,0.386,0.562,10,-4.363,1,0.03,0.175,9.17e-06,0.209,0.228,72.945,1,6.0519
5Dd73y1EtpXoNjTPqWeDes,Nova Era - Live,ANGRA,363986,17,0.368,0.992,1,-3.795,0,0.32,0.000388,0.00579,0.691,0.119,170.075,1,6.066433333333333
0r1tJIrnmir1oqHB0qqXug,Rebirth - Live,ANGRA,346306,17,0.28,0.919,8,-4.216,0,0.105,0.0114,0.00183,0.845,0.205,141.899,1,5.771766666666666
3wTkmMBp63kRVlspx7rlyK,Unfinished Allegro / Carry On - Live,ANGRA,389373,16,0.363,0.954,1,-3.424,1,0.305,0.00805,0.00726,0.948,0.176,163.943,1,6.48955
4ZIuxqhiTgJSyQqC7u2HiR,Reaching Horizons - Live,ANGRA,206266,17,0.383,0.519,8,-9.029,0,0.0299,0.68,0.0208,0.981,0.216,138.863,1,3.437766666666666
7hm5EDryKnoLPagfy29N71,Late Redemption - Live,ANGRA,304373,13,0.373,0.785,8,-5.216,0,0.0537,0.143,0.0022,0.726,0.261,144.989,1,5.072883333333333
1Fhfb6YWSQryGMeRgB8VxW,Time - Live,ANGRA,355746,13,0.546,0.976,1,-3.537,0,0.0719,0.00595,0.000413,0.472,0.322,120.015,1,5.9291
6d6xrgiKZVwJbB4zozfFHL,Lisbon - Live,ANGRA,308933,15,0.417,0.952,8,-3.929,0,0.0962,0.0056,0.00733,0.943,0.302,142.049,1,5.148883333333333
1ZyQbDA6OzX2VRtdKo6JiV,Waiting Silence - Live,ANGRA,299586,13,0.489,0.986,5,-3.129,0,0.124,0.00153,0.0201,0.958,0.554,144.999,1,4.9931
3JL3OgnOvNM4C8aF84jbtm,Nothing to Say - Live,ANGRA,387280,16,0.558,0.997,1,-2.95,0,0.183,0.000336,0.45,0.984,0.192,138.034,1,6.454666666666666
2z7D7kbpRcTvEdT71tdiNQ,May 16 - Acoustic,Lagwagon,168720,0,0.56,0.527,2,-9.783,1,0.0374,0.516,2.4e-05,0.156,0.35,93.441,1,2.812
62jFdkIOHQ9khEJ8f6RENw,Cigana,Raça Negra,211400,40,0.646,0.577,0,-6.044,1,0.0284,0.182,0.0,0.16,0.868,130.729,1,3.523333333333333
3ZJaonagMQ1M8riar5hYyZ,Extrapolei,Raça Negra,169106,22,0.589,0.414,4,-13.312,0,0.101,0.168,0.0,0.477,0.692,202.134,1,2.818433333333333
3oh6a6GbiIiIdSWMQNywKB,Pensando Em Você,Raça Negra,201493,45,0.573,0.828,7,-4.991,1,0.0461,0.0955,0.0,0.156,0.901,89.955,1,3.358216666666667
5pfSkAE39unuV0H9P5i3L3,Ciúme de Você,Raça Negra,224000,50,0.625,0.608,9,-11.209,1,0.0502,0.133,0.0,0.401,0.88,102.728,1,3.733333333333333
5b7PX1tG1RQ9msIRtXHalE,Lobo Hombre en París,The Mills,229146,0,0.428,0.801,9,-7.468,1,0.0728,0.0288,0.0,0.26,0.078,139.859,1,3.8191
4SdM8S3g7MZjEnbtU6eyXP,Cool Kids,Screeching Weasel,133333,0,0.584,0.898,7,-6.589,1,0.0432,0.000482,0.0273,0.184,0.865,93.014,1,2.2222166666666667
68icDGMEfwL4d53Vq4FdZf,Gentle Change - Live,ANGRA,334880,14,0.552,0.862,8,-4.98,1,0.0323,0.0431,0.0103,0.457,0.31,105.999,1,5.581333333333333
3lWZOwLKQ9RP0GQcQ6Sdz9,Bring The Noise,Anthrax,210400,0,0.575,0.941,2,-3.952,1,0.235,0.000569,1.01e-06,0.145,0.289,120.774,1,3.506666666666667
47FyQCd3TYLrZ9TU6MPaWK,Ace Of Spades,Motörhead,166706,0,0.324,0.991,6,-4.465,1,0.197,0.00247,0.00895,0.104,0.195,140.245,1,2.778433333333333
40prrJvM3P7xOg393SU4Hy,Blood Brothers,Papa Roach,213800,0,0.468,0.962,2,-3.331,0,0.0604,0.000361,1.45e-06,0.262,0.583,169.209,1,3.563333333333333
1cqbg5t3uyJGW07gPJM0gF,Bitchcraft,Drake Bell,180053,0,0.628,0.876,7,-3.473,0,0.15,0.605,0.0,0.582,0.516,108.084,1,3.0008833333333333
1xShPgQbOUa98avWJQFDBY,Personal Jesus - Original Single Version,Depeche Mode,224906,10,0.637,0.682,11,-11.625,1,0.0366,0.0112,0.0234,0.0473,0.714,129.983,1,3.748433333333333
5D6JhQtSCXL3JHEw8u6zwQ,Heroes (We Could Be) [feat. Landon Austin],Megan Davies,219421,33,0.586,0.225,2,-12.073,1,0.0304,0.844,0.0,0.359,0.188,120.969,1,3.657016666666667
6hqIXyo6GxydAnoI8XeIrV,Rusty Cage - Remastered 2016,Soundgarden,266200,59,0.307,0.917,9,-7.599,1,0.0977,1.65e-05,0.00044,0.0566,0.266,101.879,1,4.4366666666666665
4qJq5V3Ca2X615wxNV0QWB,Hey Ya! - Acoustic,Maygen Lacey,214689,37,0.589,0.252,11,-9.124,1,0.0317,0.9,0.0,0.131,0.294,129.491,1,3.57815
7ywppIqyGunn7tJnDdDj8W,"The Good, the Bad and the Ugly (From ""The Good, the Bad and the Ugly"")",Ennio Morricone,162386,15,0.337,0.707,0,-12.144,1,0.0734,0.678,0.896,0.116,0.0777,124.629,1,2.706433333333333
1SJH6HEe9A6aM2hV1Yq6is,Pompeii - Live From Capitol Studios/2013,Bastille,215093,8,0.312,0.373,9,-6.815,1,0.0452,0.663,0.0,0.138,0.46,84.72,1,3.5848833333333334
4E2K9cfDrN9OGCd4LgFxeL,Lá Vem O Alemão,Mamonas Assassinas,203800,49,0.527,0.83,2,-10.677,1,0.0605,0.165,0.0,0.105,0.924,178.214,1,3.3966666666666665
61YkugkHrDOXI0Yk1SaiUg,Sábado De Sol,Mamonas Assassinas,60893,44,0.758,0.178,2,-20.232,1,0.224,0.659,0.0,0.32,0.685,141.587,1,1.0148833333333334
43QlNorMWn7KAfBnMOTmLn,Debil Metal,Mamonas Assassinas,185933,44,0.509,0.738,11,-10.071,0,0.0435,0.000242,0.00138,0.487,0.567,143.8,1,3.098883333333333
6cuLsMmHlR08BdoWAIwYVh,Bois Don't Cry,Mamonas Assassinas,178066,44,0.424,0.696,9,-9.839,1,0.0661,0.243,0.0,0.102,0.754,95.405,1,2.967766666666667
1eDBpkZgY7p9OBVodcrX9n,Robocop Gay,Mamonas Assassinas,179240,56,0.672,0.79,0,-9.777,1,0.0376,0.0112,2.05e-06,0.334,0.921,143.98,1,2.9873333333333334
4pR17ajjeY20Iu9FpKLBND,Uma Arlinda Mulher,Mamonas Assassinas,199266,49,0.646,0.692,0,-10.815,1,0.0846,0.0197,0.0,0.135,0.805,75.081,1,3.3211
5L3B1dAZH2Fz1W7DT11JRG,Cabeça De Bagre II / Sample: Baby Elephant Walk (Instrumental),Mamonas Assassinas,140240,47,0.66,0.799,9,-8.987,1,0.0499,0.0203,1.06e-05,0.122,0.845,138.064,1,2.337333333333333
7xoHOdi16mVPcB0Fd0hRyk,Jumento Celestino,Mamonas Assassinas,157866,50,0.529,0.853,0,-8.262,1,0.0511,0.133,2.13e-06,0.719,0.817,105.003,1,2.6311
16pWLmuKCxQnZSzvHXighL,Mundo Animal,Mamonas Assassinas,236560,47,0.654,0.76,9,-9.305,1,0.0419,0.0442,6.11e-06,0.0803,0.811,141.022,1,3.9426666666666663
7EMn7sbRTu4b4f2Cuc0UKC,Sabão Cra-Cra (The Mad Ku-Ku),Mamonas Assassinas,42466,42,0.728,0.0762,7,-18.81,1,0.107,0.44,0.0,0.137,0.886,68.155,1,0.7077666666666667
1A4WM88OM1UWszmxege3ye,Chopis Centis,Mamonas Assassinas,166997,54,0.796,0.671,9,-11.2,1,0.0579,0.000742,0.0,0.253,0.888,121.159,1,2.7832833333333333
2XGRcNVv7uJozHCRLl7SG8,Vira-Vira,Mamonas Assassinas,143826,56,0.53,0.642,4,-9.462,1,0.11,0.0716,0.0,0.0872,0.809,202.068,1,2.3971
0TXRO7qVCw0UOSkCPxWvUM,1406,Mamonas Assassinas,248266,54,0.746,0.665,9,-10.154,1,0.133,0.0347,0.0,0.0806,0.777,92.37,1,4.137766666666667
5V3mdRI2yQxbSsJGDPc5lD,Chop Suey!,System Of A Down,210240,6,0.42,0.929,7,-3.899,0,0.121,0.000353,0.000747,0.122,0.3,127.204,1,3.504
4E1fYOJPFWMRBIltLtxeGQ,Chic 'N' Stu,System Of A Down,143626,0,0.611,0.795,6,-3.428,1,0.04,0.0173,0.0,0.116,0.383,95.759,1,2.3937666666666666
39iyPZTQEy2VKXkT6FfnhA,F**k The System,System Of A Down,132733,0,0.474,0.994,8,-1.884,1,0.103,0.00216,0.126,0.314,0.847,171.433,1,2.2122166666666665
1ByE7lUw6wWMTbCb3woHdK,Know,System Of A Down,176693,57,0.334,0.903,8,-3.812,1,0.209,0.00179,0.0118,0.0558,0.487,70.621,1,2.9448833333333333
3LrBpLjDs4a1Vhh8q2P3F7,Mr. Jack,System Of A Down,249626,0,0.306,0.709,0,-3.593,1,0.0375,8.2e-05,0.00452,0.101,0.0436,154.146,1,4.160433333333334
7phMc88qiwpKzOAIiR3xIU,Suggestions,System Of A Down,163933,57,0.356,0.91,2,-4.85,1,0.141,0.0136,0.00601,0.333,0.063,177.962,1,2.7322166666666665
6Jj1Bb2s0gAOhH4yCGjDvh,Roulette,System Of A Down,201200,0,0.475,0.477,5,-7.527,0,0.0266,0.552,0.00729,0.133,0.227,129.006,1,3.353333333333333
5Q7m1Km199HHMB926xxbrs,War?,System Of A Down,160493,59,0.365,0.939,8,-3.523,1,0.0831,0.0831,5.58e-05,0.0947,0.527,98.646,1,2.6748833333333333
4mj2UMyJTBTaO7pffAK29j,Holy Mountains,System Of A Down,328866,58,0.247,0.897,1,-2.402,1,0.0477,0.001,0.00458,0.106,0.232,151.335,1,5.4811
6y2DHyCYf6azhUfXmnuH6w,Question!,System Of A Down,200600,65,0.207,0.973,4,-3.21,0,0.185,0.00083,0.0158,0.318,0.364,180.683,1,3.3433333333333333
1LfSbPH1QCPxce41b9mmYF,Psycho,System Of A Down,225893,0,0.465,0.682,7,-4.046,1,0.073,0.00151,6.47e-05,0.175,0.412,145.32,1,3.764883333333333
0Xmbtw7NhNiDnL4BWy5wDh,Innervision,System Of A Down,153773,61,0.445,0.953,5,-2.267,0,0.099,0.000201,0.0244,0.357,0.233,120.013,1,2.562883333333333
28TReO2Mxk9Q3GA4K98YSz,Kill Rock 'n Roll,System Of A Down,147960,59,0.288,0.987,4,-1.359,1,0.223,0.0168,0.0,0.264,0.336,184.519,1,2.466
47EqCQZG5v4o0WFMufGf5S,Cigaro,System Of A Down,131706,68,0.378,0.99,1,-1.594,1,0.0611,0.000469,5.75e-06,0.259,0.761,110.709,1,2.1951
6ATfHxDPIuzSAmvBMjxwJM,Prison Song,System Of A Down,201160,0,0.502,0.977,1,-3.266,1,0.134,0.0199,9.5e-05,0.169,0.343,99.963,1,3.3526666666666665
1qGmxIGEuBEkj7bft72Kh0,Suite-Pee,System Of A Down,151733,63,0.263,0.89,0,-2.913,1,0.177,0.0022,0.00348,0.306,0.286,190.389,1,2.5288833333333334
0dxPHMZTI8TWMYRucsAFNd,Attack,System Of A Down,186466,53,0.349,0.97,6,-2.874,1,0.0892,0.005,3.31e-06,0.0432,0.299,159.779,1,3.1077666666666666
0GrHWVTDsaWcD4nrCGr7VE,Lost In Hollywood,System Of A Down,320693,63,0.283,0.797,8,-3.193,0,0.0307,0.596,0.000412,0.125,0.107,155.564,1,5.344883333333334
36X2aY9u5BBTisjU5M5omG,ATWA,System Of A Down,176200,0,0.352,0.786,5,-4.721,0,0.047,0.00317,0.0,0.597,0.401,174.744,1,2.9366666666666665
17cKTJIWIHTeTmdgNs77DL,I-E-A-I-A-I-O,System Of A Down,188600,0,0.626,0.791,0,-2.734,1,0.0721,0.000126,0.0219,0.439,0.433,133.204,1,3.143333333333333
1ez4uWPnJwYufNhYTLVsJr,Soldier Side,System Of A Down,220266,60,0.373,0.818,1,-1.691,0,0.0352,0.264,2.42e-06,0.119,0.176,76.474,1,3.6711
249Z7XT6mf8B2zuI0RaeS0,Violent Pornography,System Of A Down,211333,69,0.459,0.958,6,-2.333,1,0.0877,0.0283,0.0,0.108,0.586,142.707,1,3.5222166666666666
1twBt7aZiy7HWPG025QGuP,Aerials,System Of A Down,235599,0,0.404,0.923,0,-4.235,0,0.0547,0.00107,0.0163,0.0637,0.248,81.058,1,3.92665
4vAHXnJ5YWLq5hbIVzZS1h,Spiders,System Of A Down,215440,67,0.46,0.54,5,-5.132,1,0.0381,0.0324,0.0168,0.326,0.0506,137.855,1,3.5906666666666665
6oO7WMjD6kEvCITLbVj0mu,Hypnotize,System Of A Down,189440,67,0.274,0.92,6,-4.096,1,0.0489,0.0303,0.000412,0.115,0.0397,154.016,1,3.1573333333333333
41pOIT2t1rvr2Trg1HQChZ,Radio/Video,System Of A Down,249226,67,0.358,0.921,6,-2.467,0,0.0695,0.171,7.64e-06,0.358,0.476,139.256,1,4.153766666666667
7MeXwzhSDGfqNfuFANgzVC,Toxicity,System Of A Down,218933,1,0.407,0.876,8,-4.145,1,0.0529,0.000254,0.00265,0.215,0.521,116.335,1,3.6488833333333335
1VNWaY3uNfoeWqb5U8x2QX,Lonely Day,System Of A Down,167906,79,0.47,0.796,8,-3.277,0,0.0336,0.362,1.1e-06,0.133,0.215,113.108,1,2.7984333333333336
0wzRcekWyVCSyPtlPOeJau,Go With The Flow,Queens of the Stone Age,187146,65,0.246,0.991,9,-3.903,1,0.087,0.00944,0.0753,0.867,0.415,159.39,1,3.1191
7pm4mV2sYqyVADfNaUV2kh,Paper Cages,Franz Ferdinand,220826,0,0.521,0.727,5,-4.857,1,0.172,0.0117,0.0,0.332,0.748,200.412,1,3.680433333333333
7zjupUeHyd2j2FKlmSiZlj,Come A Little Closer,Cage The Elephant,229346,0,0.454,0.79,6,-1.774,0,0.032,0.0212,0.0,0.175,0.324,147.937,1,3.822433333333333
2vgfKxYkIbZ7qVUR7iNATA,The Unthinking Majority - Live,Serj Tankian,229000,0,0.653,0.953,8,-3.869,1,0.0618,0.00331,0.0,0.0857,0.65,119.967,1,3.816666666666667
6xxXrNJnnsQNLdgNk8S4y8,Hate To Say I Told You So,The Hives,199759,56,0.451,0.929,5,-5.021,1,0.0549,0.00109,0.00785,0.442,0.378,135.767,1,3.3293166666666667
19iqWNzp5LwEdvntpEK8MP,"Steady, As She Goes",The Raconteurs,215266,50,0.525,0.578,9,-4.563,1,0.12,0.0132,0.00916,0.108,0.537,123.696,1,3.5877666666666665
5SAUIWdZ04OxYfJFDchC7S,Smoke on the Water,Deep Purple,342173,61,0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,1,5.702883333333333
5ZiTzbMB53mIiP3I4uQCmt,Ritual,Ghost,268746,55,0.671,0.867,0,-5.194,0,0.0503,0.0882,3.29e-05,0.119,0.698,132.01,1,4.4791
1L94M3KIu7QluZe63g64rv,Alive,Pearl Jam,340907,73,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,1,5.681783333333334
3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,Red Hot Chili Peppers,264306,80,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,1,4.4051
5QLHGv0DfpeXLNFo7SFEy1,1979 - Remastered 2012,The Smashing Pumpkins,266200,77,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,1,4.4366666666666665
11LmqTE2naFULdEP94AUBa,Heart-Shaped Box,Nirvana,281160,79,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,1,4.686
6EsBn1Md8C5YdbCzvwvZq8,Self Esteem,The Offspring,257760,2,0.458,0.912,5,-3.666,1,0.0618,0.0173,0.0,0.363,0.611,104.522,1,4.296
6VoIBz0VhCyz7OdEoRYDiA,Say It Ain't So - Original Mix,Weezer,258826,74,0.634,0.551,3,-7.136,1,0.0352,0.00737,1.82e-05,0.07,0.453,151.779,1,4.313766666666667
48UPSzbZjgc449aqz8bxox,Californication,Red Hot Chili Peppers,329733,82,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,1,5.49555
0MKGH8UMfCnq5w7nG06oM5,Come As You Are,Nirvana,218920,9,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,1,3.6486666666666663
3zwmW1gM4E8FlHXV5nE16u,Be Yourself,Audioslave,278973,68,0.423,0.845,11,-3.509,0,0.0559,0.143,5.07e-06,0.213,0.317,116.602,1,4.64955
6txWz9UapYHVxEd7dDIHXT,No Rain,Blind Melon,217106,73,0.389,0.476,9,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,1,3.618433333333333
2B98ljvzqpCVgt5reTHq28,Better Man,Pearl Jam,268586,65,0.445,0.671,2,-7.937,1,0.0387,0.165,1.56e-05,0.0791,0.267,125.712,1,4.4764333333333335
5buITai6eMzU8rJonMEI6e,Glycerine - Remastered,Bush,266493,68,0.421,0.335,5,-11.384,1,0.0324,0.0342,0.00236,0.0944,0.0889,114.227,1,4.44155
57iDDD9N9tTWe75x6qhStw,Bitter Sweet Symphony - Remastered 2016,The Verve,357266,79,0.356,0.917,9,-6.006,1,0.0479,0.0335,0.0,0.406,0.518,171.176,1,5.954433333333333
1XPta4VLT78HQnVFd1hlsK,Today,The Smashing Pumpkins,202133,65,0.476,0.855,8,-6.046,1,0.0265,2.53e-05,0.69,0.049,0.408,82.955,1,3.368883333333333
0xMEF2WiqKWTIG7Krjungw,The Distance,CAKE,179653,1,0.463,0.749,11,-8.118,0,0.0894,0.00795,0.00221,0.0558,0.888,183.054,1,2.9942166666666665
3SVAN3BRByDmHOhKyIDxfC,Karma Police,Radiohead,264066,1,0.36,0.505,7,-9.129,1,0.026,0.0626,9.22e-05,0.172,0.317,74.807,1,4.4011
